CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-8032-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,12 CALLE 4-17,22091400,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,OBDUVER UBALDO DOMINGO CASTAÑÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8075-45,01-317,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL EN COMPUTACION Y TURISMO,9A. CALLE 3-25,22328164,MARIANO DOMINGO ESTRADA TELETOR,JUAN CARLOS CABALLEROS CIFUENTES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8086-45,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO MAYA DE GUATEMALA II,5A. AVENIDA 3-55,22327022,NORMA ARACELY PALOMO FRANCO DE DIAZ,FREDY AMILCAR CRUZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8159-45,01-312,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS COMERCIALES EN INFORMATICA,12 CALLE 10-37,22501016,AMADO SALOMON FLORES PEREZ,,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8221-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO CLASICO EN COMPUTACION,4A. CALLE 5-52,23041515,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MIGUEL ALFONSO LEMUS ALTÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8322-45,01-318,CIUDAD CAPITAL,ZONA 1,LICEO BILINGUE LA PUERTA,6A AVENIDA 2-34,22515451,LESLIE AZUCENA MONZON TECUN,MARIA GRISELDA CABRERA CASTILLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8334-45,01-317,CIUDAD CAPITAL,ZONA 1,LICEO DE COMPUTACION SIGLO 21 NO. 3,13 CALLE 9-60,22959172,MARIANO DOMINGO ESTRADA TELETOR,JORGE ROLANDO MORALES PAZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8397-45,01-312,CIUDAD CAPITAL,ZONA 1,LICEO DE INFORMATICA Y CIENCIAS COMERCIALES,4TA. AV. 17-55,22205215,AMADO SALOMON FLORES PEREZ,FRANCISCO GUSTAVO GUEVARA PARADA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8479-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO PRACTICO SECRETARIAL,4A. CALLE 0-35,22328643,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,HÉCTOR HUGO LIMA CONDE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8508-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL EN COMPUTACION Y TURISMO (POR MADUREZ),11 CALLE 10-55,22328164,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JUAN CARLOS CABALLEROS CIFUENTES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8520-45,01-317,CIUDAD CAPITAL,ZONA 1,LICEO MONTECARLO,4A. AVENIDA 2-28,22519453,MARIANO DOMINGO ESTRADA TELETOR,YOMARA DONINELI MALDONADO QUIROA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8532-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO MONTECARLO,4A. AVENIDA 2-28,45336574,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,YOMARA DONINELI MALDONADO QUIROA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8636-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,24637777,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JOSÉ RODERICO TELLO TELLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8708-45,01-315,CIUDAD CAPITAL,ZONA 1,LICEO JUVENTUD XXI,4TA. CALLE A 1-37,22539944,AURA MARINA GARRIDO MORALES,GERARDO LEON HERNANDEZ HERNANDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8755-45,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,22322912,AMADO SALOMON FLORES PEREZ,MARCO ANTONIO CASTAÑEDA FLORES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8758-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,22322912,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARCO ANTONIO CASTAÑEDA FLORES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8809-45,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO KEPLER,2A. AV. 15-13,22519040,LESLIE AZUCENA MONZON TECUN,MANUEL FRANCISCO RUANO IRIARTE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8836-45,01-307,CIUDAD CAPITAL,ZONA 1,LICEO REGIOMONTANO,9A. CALLE 2-64,22536762,NORMA ARACELY PALOMO FRANCO DE DIAZ,NERY EDUARDO MALDONADO RUIZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8843-45,01-307,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO 'MONTENEVADO',3A. AV. 10-29,22537097,NORMA ARACELY PALOMO FRANCO DE DIAZ,SILVIA MARLENI ALVARADO GUARDADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8937-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO CANADIENSE,11 CALLE 1-53,23750055,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ADA LUCRECIA MIJANGOS TEO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8968-45,01-312,CIUDAD CAPITAL,ZONA 1,LICEO JUAN MANTOVANI,12 CALLE 2-45,22519398,AMADO SALOMON FLORES PEREZ,INGRID LISSETTE MARTINEZ MALDONADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8998-45,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO ACTIVO BILINGUE,3A. AVENIDA 11-53,22380831,AMADO SALOMON FLORES PEREZ,LILIANA MARÍA CRUZ ARMIJO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9020-45,01-318,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II,3A. CALLE A 0-14,22322306,LESLIE AZUCENA MONZON TECUN,EVELYN NOELIA MANZO SALAZAR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9026-45,01-319,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO MAYA DE GUATEMALA II,5A. AVENIDA 3-55,22327022,ISAURA AMPARO RECINOS CARRILLO,FREDY AMILCAR CRUZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9046-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES NO.2,12 AVENIDA 13-25,22322306,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EVELYN NOELIA MANZO SALAZAR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9114-45,01-627,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO MIXTO MONTENEVADO (POR MADUREZ),3A. AVENIDA 10-29,22381293,ISAURA AMPARO RECINOS CARRILLO,SILVIA MARLENI ALVARADO GUARDADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9167-45,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNICO INDUSTRIAL LUIS CARDOZA Y ARAGON,5A. CALLE 1-36,22304437,MARIANO DOMINGO ESTRADA TELETOR,AURA ELICIA CARTAGENA MONROY,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9169-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO VALVERDE,5A. CALLE 5-14,22093200,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,LESLIE ROCKSANDA CHONG VARELA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9178-45,01-312,CIUDAD CAPITAL,ZONA 1,LICEO EN COMPUTACION 'DE LA ROCA',9A. CALLE 3-19,22537837,AMADO SALOMON FLORES PEREZ,,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9186-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,9A. CALLE 0-39,52331784,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MANUEL DE JESÚS JUÁREZ GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9190-45,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO WINBRIDGE,9A. CALLE 2-37,22146400,AMADO SALOMON FLORES PEREZ,RAFAEL AUGUSTO CHACÓN ORTIZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9222-45,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO MIXTO MONTENEVADO,3ERA. AV. 10-29,22381293,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SILVIA MARLENI ALVARADO GUARDADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9249-45,01-312,CIUDAD CAPITAL,ZONA 1,LICEO SAN FRANCISCO DE BORJA,8A. AV. 3-50,22533791,AMADO SALOMON FLORES PEREZ,RUTH CRISTINA ARRAZOLA CUYUN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9417-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO JUAN MANTOVANI,12 CALLE 2-45,22519398,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,INGRID LISSETTE MARTINEZ MALDONADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,FIN DE SEMANA,GUATEMALA NORTE
00-01-9453-45,01-307,CIUDAD CAPITAL,ZONA 1,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION C.F.P.C.,15AV. 2-63,22501016,NORMA ARACELY PALOMO FRANCO DE DIAZ,OTTO EDGAR SALGUERO PALMA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9458-45,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION C.F.P.C.,15AV. 2-63,22501016,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,OTTO EDGAR SALGUERO PALMA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9465-45,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO ANGLO GUATEMALTECO,6A. CALLE 0-27,41466444,AMADO SALOMON FLORES PEREZ,FRYDA MARÍA SAUCEDO VILLEGAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9479-45,01-317,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO,1A. CALLE 7-12,22381342,MARIANO DOMINGO ESTRADA TELETOR,ROSA ANGÉLICA SIGUENZA CORADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9483-45,01-307,CIUDAD CAPITAL,ZONA 1,LICEO MIXTO BECKET,10A. AVENIDA 04-36,47100654,NORMA ARACELY PALOMO FRANCO DE DIAZ,MANUEL DE JESUS PAREDES VALDIVIEZO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9531-45,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO VALVERDE,5TA. CALLE 5-14,22093200,LESLIE AZUCENA MONZON TECUN,LESLIE ROCKSANDA CHONG VARELA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9557-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO DE COMPUTACION SIGLO 21,12. AVENIDA 13-67,22513852,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JESÚS EDUARDO ARGUETA ESCOBEDO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-9560-45,01-307,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO EN COMPUTACION 'IMANOL',3ERA. AVENIDA 3-33,22201030,NORMA ARACELY PALOMO FRANCO DE DIAZ,SONIA HAYDÉE REYES MONTERROSO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9593-45,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNÓLOGICO MAYA DE GUATEMALA,9A. CALLE 3-72,22322025,NORMA ARACELY PALOMO FRANCO DE DIAZ,EDGAR AROLDO ELÍAS GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9596-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLÓGICO MAYA DE GUATEMALA,9 CALLE 3-72,22322025,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EDGAR AROLDO ELÍAS GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9661-45,01-618,CIUDAD CAPITAL,ZONA 1,CENTRO DEL NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED-,"14 CALLE 14-70, BARRIO GERONA",54349950,ROSA GEORGINA RIOS CASTILLO,ARMANDO TAHUICO CAMÓ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9666-45,01-403,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,22381342,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ROSA ANGÉLICA SIGUENZA CORADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-9705-45,01-317,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLOGICO JHULES (JOVENES HUMANISTAS LIDERES EN EDUCACION SUPERIOR),12 AVENIDA 15-19,22510938,MARIANO DOMINGO ESTRADA TELETOR,AMARILIS JACOBED CABRERA GAMARRO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9708-45,01-627,CIUDAD CAPITAL,ZONA 1,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,4A. AVENIDA 3-64,22382723,ISAURA AMPARO RECINOS CARRILLO,MARTA ARELY ESPAÑA SUCHINO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9716-45,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION,3A. CALLE 3-59,22381161,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,DELFINO HERIBERTO HERNÁNDEZ CASTILLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9782-45,01-301,CIUDAD CAPITAL,ZONA 1,"INSTITUTO NORMAL CENTRO AMERICA, SECCION VESPERTINA",1A. CALLE C 2-29,22518431,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,FERNANDO MAURICIO RUANO MARROQUIN,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9813-45,01-317,CIUDAD CAPITAL,ZONA 1,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",22510952,MARIANO DOMINGO ESTRADA TELETOR,NORMA CASTILLO DURÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9815-45,01-627,CIUDAD CAPITAL,ZONA 1,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",22510952,ISAURA AMPARO RECINOS CARRILLO,NORMA CASTILLO DURÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9824-45,01-307,CIUDAD CAPITAL,ZONA 1,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0-23,22380700,NORMA ARACELY PALOMO FRANCO DE DIAZ,ERIKA ANABELLA MANSILLA MEJÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0001-45,01-301,CIUDAD CAPITAL,ZONA 2,COLEGIO DE SEÑORITAS SANTA INES,7A. AVENIDA 7-71,22541047,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,CAROLINA BEATRIZ TURCIOS MALDONADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0020-45,01-301,CIUDAD CAPITAL,ZONA 2,CENTRO EDUCATIVO ESPERANZA JUVENIL,"12 AVENIDA 16-32, CIUDAD NUEVA",22549911,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,WENDY EUGENIA CRUZ MALDONADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0033-45,01-403,CIUDAD CAPITAL,ZONA 2,COLEGIO EVANGELICO MIXTO LA PATRIA,7A. AVENIDA 7-38,22541309,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SABRINA MIREA RAMIREZ CARRERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-02-0047-45,01-403,CIUDAD CAPITAL,ZONA 2,"INSTITUTO PRIVADO MIXTO TECNOLOGICO EXPERIMENTAL VOCACIONAL ""FEDERICO TAYLOR""",7A. AVENIDA 4-38,25066767,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,VICTOR MANUEL ESTRADA MARROQUÍN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-02-0048-45,01-403,CIUDAD CAPITAL,ZONA 2,"INSTITUTO PRIVADO MIXTO TECNOLOGICO EXPERIMENTAL VOCACIONAL ""FEDERICO TAYLOR""",7A. AVENIDA 4-38,25036767,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,VICTOR MANUEL ESTRADA MARROQUÍN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-02-0051-45,01-301,CIUDAD CAPITAL,ZONA 2,COLEGIO CRISTIANO EN TECNOLOGÍA INFANTIL,4A. CALLE 7-58,22886988,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,KARLA MERCEDES PINEDA CHAVEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0086-45,01-301,CIUDAD CAPITAL,ZONA 2,LICEO ADVENTISTA GUATEMALTECO,"3A. AVENIDA 4-17, LA FLORESTA",22329228,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,LESVIA LILIANA CHACATE TICURÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0093-45,01-301,CIUDAD CAPITAL,ZONA 2,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",7A. AVE. 7-38,22541037,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,LUIS FERNANDO AGUILAR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0103-45,01-301,CIUDAD CAPITAL,ZONA 2,COLEGIO SANTA SOFÍA DE JESÚS,"7A. AVENIDA ""A"" 7-60",22541111,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,YESENIA ESMERALDA SARAVIA CRUZ,BASICO,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0105-45,01-110,CIUDAD CAPITAL,ZONA 2,COORDINACIÓN DEPARTAMENTAL DE TELESECUNDARIA GUATEMALA NORTE,AVENIDA SIMEON CAÑAS 3-37,22067433,ZUHILEM YESENIA ESTRADA ORTIZ,LUIS ALBERTO ORELLANA ANDURAY,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0110-45,01-301,CIUDAD CAPITAL,ZONA 2,CENTRO TECNOLOGICO LOS OLIVOS,"12A. AVENIDA 9-26 ZONA 2, CIUDAD NUEVA",22577553,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,FLOR DE MARÍA DE LA GUERRERO ABASCAL,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0114-45,01-102,CIUDAD CAPITAL,ZONA 2,LICEO MIXTO SAN ÁNGEL,"LOTE 1-01, BOULEVARD PEÑÓN DE SAN ÁNGEL, KM. 4.5 ANTIGUA CARRETERA A CHINAUTLA",41990300,ZIZI ARELY LOPEZ CHINCHILLA,SUSAN JACQUELINE DE LEÓN DE LEÓN DE BARRERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0120-45,01-403,CIUDAD CAPITAL,ZONA 2,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",7A. AVENIDA 7-38,22541191,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SABRINA MIREA RAMIREZ CARRERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA NORTE
00-02-0124-45,01-403,CIUDAD CAPITAL,ZONA 2,"COLEGIO ""SAN ÁNGEL""",14 CALLE 11-06,25080070,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,CESIA RUBÍ ZULETA GÓMEZ DE GODOY,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-02-0126-45,01-618,CIUDAD CAPITAL,ZONA 2,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,AVENIDA SIMEÓN CAÑAS 3-37,22067438,ROSA GEORGINA RIOS CASTILLO,ROSA GEORGINA RIOS CASTILLO,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SEMIPRESENCIAL,GUATEMALA NORTE
00-02-0129-45,01-318,CIUDAD CAPITAL,ZONA 2,COLEGIO MIXTO BRADLEY NO. 2,"11 AVENIDA ""A"" 1-33",23084636,LESLIE AZUCENA MONZON TECUN,MARÍA ELISA PACAJOJ ORDÓÑEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0133-45,01-403,CIUDAD CAPITAL,ZONA 2,COLEGIO PREUNIVERSITARIO DE SALUD INTEGRAL,3A. CALLE 5-24,51217758,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,LUIS ALFREDO BETETA PERERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-02-0135-45,01-403,CIUDAD CAPITAL,ZONA 2,COLEGIO PREUNIVERSITARIO DE SALUD INTEGRAL,3A. CALLE 5-24,51217758,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,LUIS ALFREDO BETETA PERERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-02-0197-45,01-301,CIUDAD CAPITAL,ZONA 2,"INSTITUTO PRIVADO MIXTO TECNOLÓGICO EXPERIMENTAL ""FEDERICO TAYLOR""",7A. AV. 4-38,25036767,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,VICTOR MANUEL ESTRADA MARROQUÍN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
